INT	STRING	INT	INT	INT	INT
912	滾那嗎老比	1	1	1	1
913	滾那嗎瘟比	1	1	1	1
914	鯀	1	1	1	1
915	咼	1	1	1	1
916	郭俊銘	1	1	1	1
917	郭羅基	1	1	1	1
918	郭岩華	1	1	1	1
919	國家安全	1	1	1	1
920	國家機密	1	1	1	1
921	國軍	1	1	1	1
922	國賊	1	1	1	1
923	韓東方	1	1	1	1
924	韓聯潮	1	1	1	1
925	韓正	1	1	1	1
926	漢奸	1	1	1	1
927	顥	1	1	1	1
928	河殤	1	1	1	1
929	賀國强	1	1	1	1
930	賀龍	1	1	1	1
931	黑社會	1	1	1	1
932	黑手黨	1	1	1	1
933	紅色恐怖	1	1	1	1
934	紅炎猛獸	1	1	1	1
935	洪傳	1	1	1	1
936	洪興	1	1	1	1
937	洪哲勝	1	1	1	1
938	黌	1	1	1	1
939	鱟	1	1	1	1
940	胡緊掏	1	1	1	1
941	胡錦滔	1	1	1	1
942	胡錦淘	1	1	1	1
943	胡景濤	1	1	1	1
944	胡喬木	1	1	1	1
945	胡總書記	1	1	1	1
946	鸌	1	1	1	1
947	華建敏	1	1	1	1
948	華通時事論壇	1	1	1	1
949	華夏文摘	1	1	1	1
950	華語世界論壇	1	1	1	1
951	華岳時事論壇	1	1	1	1
952	鍰	1	1	1	1
953	皇軍	1	1	1	1
954	黃伯源	1	1	1	1
955	黃慈萍	1	1	1	1
956	黃禍	1	1	1	1
957	黃劍輝	1	1	1	1
958	黃菊	1	1	1	1
959	黃翔	1	1	1	1
960	黃義交	1	1	1	1
961	黃仲生	1	1	1	1
962	噦	1	1	1	1
963	繢	1	1	1	1
964	鍃	1	1	1	1
965	鶏8	1	1	1	1
966	鶏八	1	1	1	1
967	鶏巴	1	1	1	1
968	鶏吧	1	1	1	1
969	鶏鶏	1	1	1	1
970	鶏奸	1	1	1	1
971	鶏毛信文匯	1	1	1	1
972	鶏女	1	1	1	1
973	鶏院	1	1	1	1
974	姬勝德	1	1	1	1
975	賫	1	1	1	1
976	鱭	1	1	1	1
977	賈廷安	1	1	1	1
978	賈育台	1	1	1	1
979	戔	1	1	1	1
980	鰹	1	1	1	1
981	韉	1	1	1	1
982	簡肇棟	1	1	1	1
983	建國黨	1	1	1	1
984	賤B	1	1	1	1
985	賤bi	1	1	1	1
986	賤逼	1	1	1	1
987	賤比	1	1	1	1
988	賤貨	1	1	1	1
989	賤人	1	1	1	1
990	賤種	1	1	1	1
991	江八點	1	1	1	1
992	江羅	1	1	1	1
993	江綿恒	1	1	1	1
994	江戲子	1	1	1	1
995	江則民	1	1	1	1
996	江澤慧	1	1	1	1
997	江賊	1	1	1	1
998	江賊民	1	1	1	1
999	薑春雲	1	1	1	1
1000	將則民	1	1	1	1
1001	僵賊	1	1	1	1
1002	僵賊民	1	1	1	1
1003	講法	1	1	1	1
1004	蔣介石	1	1	1	1
1005	蔣中正	1	1	1	1
1006	醬猪媳	1	1	1	1
1007	撟	1	1	1	1
1008	嶠	1	1	1	1
1009	教養院	1	1	1	1
1010	癤	1	1	1	1
1011	揭批書	1	1	1	1
1012	訐	1	1	1	1
1013	她媽	1	1	1	1
1014	届中央政治局委員	1	1	1	1
1015	金堯如	1	1	1	1
1016	金澤辰	1	1	1	1
1017	巹	1	1	1	1
1018	錦濤	1	1	1	1
1019	靖國神社	1	1	1	1
1020	齟	1	1	1	1
1021	屨	1	1	1	1
1022	棬	1	1	1	1
1023	絕望之地	1	1	1	1
1024	譎	1	1	1	1
1025	砍翻一條街	1	1	1	1
1026	看中國	1	1	1	1
1027	闞	1	1	1	1
1028	靠你媽	1	1	1	1
1029	柯賜海	1	1	1	1
1030	柯建銘	1	1	1	1
1031	客戶服務	1	1	1	1
1032	緙	1	1	1	1
1033	瞘	1	1	1	1
1034	嚳	1	1	1	1
1035	鄺錦文	1	1	1	1
1036	貺	1	1	1	1
1037	昆圖	1	1	1	1
1038	拉姆斯菲爾德	1	1	1	1
1039	賴士葆	1	1	1	1
1040	爛B	1	1	1	1
1041	爛逼	1	1	1	1
1042	爛比	1	1	1	1
1043	爛袋	1	1	1	1
1044	爛貨	1	1	1	1
1045	濫B	1	1	1	1
1046	濫逼	1	1	1	1
1047	濫比	1	1	1	1
1048	濫貨	1	1	1	1
1049	濫交	1	1	1	1
1050	勞動教養所	1	1	1	1
1051	勞改	1	1	1	1
1052	勞教	1	1	1	1
1053	鰳	1	1	1	1
1054	誄	1	1	1	1
1055	李紅痔	1	1	1	1
1056	李洪寬	1	1	1	1
1057	李繼耐	1	1	1	1
1058	李蘭菊	1	1	1	1
1059	李老師	1	1	1	1
1060	李錄	1	1	1	1
1061	李祿	1	1	1	1
1062	李慶安	1	1	1	1
1063	李慶華	1	1	1	1
1064	李淑嫻	1	1	1	1
1065	李鐵映	1	1	1	1
1066	李旺陽	1	1	1	1
1067	李小鵬	1	1	1	1
1068	李月月鳥	1	1	1	1
1069	李志綏	1	1	1	1
1070	李總理	1	1	1	1
1071	李總統	1	1	1	1
1072	裏菲斯	1	1	1	1
1073	鱧	1	1	1	1
1074	轢	1	1	1	1
1075	躒	1	1	1	1
1076	奩	1	1	1	1
1077	連方瑀	1	1	1	1
1078	連惠心	1	1	1	1
1079	連勝德	1	1	1	1
1080	連勝文	1	1	1	1
1081	連戰	1	1	1	1
1082	聯總	1	1	1	1
1083	廉政大論壇	1	1	1	1
1084	煉功	1	1	1	1
1085	兩岸關係	1	1	1	1
1086	兩岸三地論壇	1	1	1	1
1087	兩個中國	1	1	1	1
1088	兩會報道	1	1	1	1
1089	兩會新聞	1	1	1	1
1090	廖錫龍 	1	1	1	1
1091	林保華	1	1	1	1
1092	林長盛	1	1	1	1
1093	林佳龍	1	1	1	1
1094	林信義	1	1	1	1
1095	林正勝	1	1	1	1
1096	林重謨	1	1	1	1
1097	躪鸡巴	1	1	1	1
1098	淩鋒	1	1	1	1
1099	劉賓深	1	1	1	1
1100	劉賓雁	1	1	1	1
1101	劉剛	1	1	1	1
1102	劉國凱	1	1	1	1
1103	劉華清	1	1	1	1
1104	劉俊國	1	1	1	1
1105	劉凱中	1	1	1	1
1106	劉千石	1	1	1	1
1107	劉青	1	1	1	1
1108	劉山青	1	1	1	1
1109	劉士賢	1	1	1	1
1110	劉文勝	1	1	1	1
1111	劉文雄	1	1	1	1
1112	劉曉波	1	1	1	1
1113	劉曉竹	1	1	1	1
1114	劉永川	1	1	1	1
1115	鷚	1	1	1	1
1116	龍虎豹	1	1	1	1
1117	陸委會	1	1	1	1
1118	輅	1	1	1	1
1119	呂京花	1	1	1	1
1120	呂秀蓮	1	1	1	1
1121	鋝	1	1	1	1
1122	掄功	1	1	1	1
1123	倫功	1	1	1	1
1124	輪大	1	1	1	1
1125	輪功	1	1	1	1
1126	羅福助	1	1	1	1
1127	羅幹	1	1	1	1
1128	羅禮詩	1	1	1	1
1129	羅文嘉	1	1	1	1
1130	羅志明	1	1	1	1
1131	腡	1	1	1	1
1132	濼	1	1	1	1
1133	媽B	1	1	1	1
1134	媽比	1	1	1	1
1135	媽的	1	1	1	1
1136	媽批	1	1	1	1
1137	馬大維	1	1	1	1
1138	馬克思	1	1	1	1
1139	馬良駿	1	1	1	1
1140	馬三家	1	1	1	1
1141	馬時敏	1	1	1	1
1142	馬特斯	1	1	1	1
1143	馬英九	1	1	1	1
1144	馬永成	1	1	1	1
1145	瑪雅	1	1	1	1
1146	嗎的	1	1	1	1
1147	嗎啡	1	1	1	1
1148	勱	1	1	1	1
1149	麥克斯	1	1	1	1
1150	賣國	1	1	1	1
1151	賣淫	1	1	1	1
1152	瞞報	1	1	1	1
1153	毛厠洞	1	1	1	1
1154	毛賊	1	1	1	1
1155	毛賊東	1	1	1	1
1156	美國參考	1	1	1	1
1157	美國佬	1	1	1	1
1158	美國之音	1	1	1	1
1159	蒙古獨	1	1	1	1
1160	蒙古獨立	1	1	1	1
1161	禰	1	1	1	1
1162	羋	1	1	1	1
1163	綿恒	1	1	1	1
1164	黽	1	1	1	1
1165	民國	1	1	1	1
1166	民進黨	1	1	1	1
1167	民聯	1	1	1	1
1168	民意論壇	1	1	1	1
1169	民陣	1	1	1	1
1170	民主墻	1	1	1	1
1171	緡	1	1	1	1
1172	湣	1	1	1	1
1173	鰵	1	1	1	1
1174	摸你鶏巴 	1	1	1	1
1175	莫偉强	1	1	1	1
1176	那嗎B	1	1	1	1
1177	那嗎逼	1	1	1	1
1178	那嗎錯比	1	1	1	1
1179	那嗎老比	1	1	1	1
1180	那嗎瘟比	1	1	1	1
1181	那娘錯比	1	1	1	1
1182	納粹	1	1	1	1
1183	南大自由論壇	1	1	1	1
1184	鬧事	1	1	1	1
1185	能樣	1	1	1	1
1186	尼奧夫	1	1	1	1
1187	倪育賢	1	1	1	1
1188	鯢	1	1	1	1
1189	你媽	1	1	1	1
1190	你媽逼	1	1	1	1
1191	你媽比	1	1	1	1
1192	你媽的	1	1	1	1
1193	你媽了妹	1	1	1	1
1194	你說我說論壇	1	1	1	1
1195	你爺 	1	1	1	1
1196	娘餓比	1	1	1	1
1197	捏你鶏巴	1	1	1	1
1198	儂著岡巒	1	1	1	1
1199	儂著卵拋	1	1	1	1
1200	女幹	1	1	1	1
1201	儺	1	1	1	1
1202	諾姆	1	1	1	1
1203	潘國平	1	1	1	1
1204	蹣 	1	1	1	1
1205	龐建國	1	1	1	1
1206	泡沫經濟	1	1	1	1
1207	轡	1	1	1	1
1208	噴你	1	1	1	1
1209	羆	1	1	1	1
1210	諞	1	1	1	1
1211	潑婦 	1	1	1	1
1212	齊墨	1	1	1	1
1213	齊諾	1	1	1	1
1214	騎你	1	1	1	1
1215	磧	1	1	1	1
1216	僉	1	1	1	1
1217	鈐	1	1	1	1
1218	錢達	1	1	1	1
1219	錢國梁	1	1	1	1
1220	錢其琛	1	1	1	1
1221	膁	1	1	1	1
1222	槧	1	1	1	1
1223	錆	1	1	1	1
1224	繰	1	1	1	1
1225	喬石	1	1	1	1
1226	譙	1	1	1	1
1227	鞽	1	1	1	1
1228	篋	1	1	1	1
1229	親美	1	1	1	1
1230	親民黨	1	1	1	1
1231	親日	1	1	1	1
1232	欽本立	1	1	1	1
1233	唚	1	1	1	1
1234	輕舟快訊	1	1	1	1
1235	檾	1	1	1	1
1236	慶紅	1	1	1	1
1237	丘垂貞	1	1	1	1
1238	詘	1	1	1	1
1239	去你媽的	1	1	1	1
1240	闃	1	1	1	1
1241	全國兩會	1	1	1	1
1242	全國人大	1	1	1	1
1243	犬	1	1	1	1
1244	綣	1	1	1	1
1245	瘸腿幫	1	1	1	1
1246	愨	1	1	1	1
1247	熱站政論網	1	1	1	1
1248	人民報	1	1	1	1
1249	人民大會堂	1	1	1	1
1250	人民內情真相	1	1	1	1
1251	人民真實	1	1	1	1
1252	人民之聲論壇	1	1	1	1
1253	人權	1	1	1	1
1254	日本帝國	1	1	1	1
1255	日軍	1	1	1	1
1256	日內瓦金融	1	1	1	1
1257	日你媽	1	1	1	1
1258	日你爺爺	1	1	1	1
1259	顬	1	1	1	1
1260	瑞士金融大學	1	1	1	1
1261	薩達姆	1	1	1	1
1262	三K黨	1	1	1	1
1263	三個代表	1	1	1	1
1264	三去車侖工力	1	1	1	1
1265	毿	1	1	1	1
1266	糝	1	1	1	1
1267	騷B	1	1	1	1
1268	騷棒	1	1	1	1
1269	騷包	1	1	1	1
1270	騷逼	1	1	1	1
1271	騷棍	1	1	1	1
1272	騷貨	1	1	1	1
1273	騷鶏	1	1	1	1
1274	騷卵 	1	1	1	1
1275	傻鳥	1	1	1	1
1276	煞筆	1	1	1	1
1277	山口組	1	1	1	1
1278	上訪	1	1	1	1
1279	上海幫	1	1	1	1
1280	上海孤兒院	1	1	1	1
1281	厙	1	1	1	1
1282	社會主義	1	1	1	1
1283	灄	1	1	1	1
1284	詵	1	1	1	1
1285	神經病	1	1	1	1
1286	諗	1	1	1	1
1287	澠	1	1	1	1
1288	聖戰	1	1	1	1
1289	盛華仁	1	1	1	1
1290	釃	1	1	1	1
1291	鯴	1	1	1	1
1292	時代論壇	1	1	1	1
1293	時事論壇	1	1	1	1
1294	鰣	1	1	1	1
1295	世界經濟導報	1	1	1	1
1296	事實獨立	1	1	1	1
1297	貰	1	1	1	1
1298	攄	1	1	1	1
1299	數據中國	1	1	1	1
1300	雙十節	1	1	1	1
1301	氵去車侖工力	1	1	1	1
1302	稅力	1	1	1	1
1303	司馬晋	1	1	1	1
1304	司馬璐	1	1	1	1
1305	司徒華	1	1	1	1
1306	思科羅	1	1	1	1
1307	斯諾	1	1	1	1
1308	斯皮爾德	1	1	1	1
1309	四川獨	1	1	1	1
1310	四川獨立	1	1	1	1
1311	四人幫	1	1	1	1
1312	宋書元	1	1	1	1
1313	藪	1	1	1	1
1314	蘇南成	1	1	1	1
1315	蘇紹智	1	1	1	1
1316	蘇曉康	1	1	1	1
1317	蘇盈貴	1	1	1	1
1318	蘇貞昌	1	1	1	1
1319	誶	1	1	1	1
1320	孫大千	1	1	1	1
1321	孫中山	1	1	1	1
1322	他媽	1	1	1	1
1323	他媽的	1	1	1	1
1324	他嗎的	1	1	1	1
1325	他母親	1	1	1	1
1326	塔內	1	1	1	1
1327	塔烏	1	1	1	1
1328	鰨	1	1	1	1
1329	闥	1	1	1	1
1330	臺盟	1	1	1	1
1331	臺灣帝國	1	1	1	1
1332	臺灣獨立	1	1	1	1
1333	臺灣獨	1	1	1	1
1334	臺灣共産黨	1	1	1	1
1335	臺灣狗	1	1	1	1
1336	臺灣建國運動組織	1	1	1	1
1337	臺灣民國	1	1	1	1
1338	臺灣青年獨立聯盟	1	1	1	1
1339	臺灣政論區	1	1	1	1
1340	臺灣自由聯盟	1	1	1	1
1341	鮐	1	1	1	1
1342	湯光中	1	1	1	1
1343	唐柏橋	1	1	1	1
1344	鞀	1	1	1	1
1345	謄	1	1	1	1
1346	天安門	1	1	1	1
1347	天安門錄影帶	1	1	1	1
1348	天安門事件	1	1	1	1
1349	天安門屠殺	1	1	1	1
1350	天安門一代	1	1	1	1
1351	天閹	1	1	1	1
1352	田紀雲	1	1	1	1
1353	齠	1	1	1	1
1354	鰷	1	1	1	1
1355	銚	1	1	1	1
1356	統獨	1	1	1	1
1357	統獨論壇	1	1	1	1
1358	統戰	1	1	1	1
1359	頭領奧馬	1	1	1	1
1360	屠殺	1	1	1	1
1361	摶	1	1	1	1
1362	鼉	1	1	1	1
1363	籜	1	1	1	1
1364	膃	1	1	1	1
1365	外交論壇	1	1	1	1
1366	外交與方略	1	1	1	1
1367	綰	1	1	1	1
1368	萬里	1	1	1	1
1369	萬潤南	1	1	1	1
1370	萬維讀者論壇	1	1	1	1
1371	萬曉東	1	1	1	1
1372	王寶森	1	1	1	1
1373	王超華	1	1	1	1
1374	王輔臣	1	1	1	1
1375	王剛	1	1	1	1
1376	王涵萬	1	1	1	1
1377	王滬寧	1	1	1	1
1378	王軍濤	1	1	1	1
1379	王樂泉	1	1	1	1
1380	王潤生	1	1	1	1
1381	王世堅	1	1	1	1
1382	王世勛	1	1	1	1
1383	王秀麗	1	1	1	1
1384	王兆國	1	1	1	1
1385	網禪	1	1	1	1
1386	網特	1	1	1	1
1387	猥褻	1	1	1	1
1388	鮪	1	1	1	1
1389	溫B	1	1	1	1
1390	溫逼	1	1	1	1
1391	溫比	1	1	1	1
1392	溫家寶	1	1	1	1
1393	溫元凱	1	1	1	1
1394	閿	1	1	1	1
1395	無界瀏覽器	1	1	1	1
1396	吳百益	1	1	1	1
1397	吳敦義	1	1	1	1
1398	吳方城	1	1	1	1
1399	吳弘達	1	1	1	1
1400	吳宏達	1	1	1	1
1401	吳仁華	1	1	1	1
1402	吳淑珍	1	1	1	1
1403	吳學燦	1	1	1	1
1404	吳學璨	1	1	1	1
1405	吳育升	1	1	1	1
1406	吳志芳	1	1	1	1
1407	覡	1	1	1	1
1408	洗腦	1	1	1	1
1409	系統	1	1	1	1
1410	系統公告	1	1	1	1
1411	餼	1	1	1	1
1412	郤	1	1	1	1
1413	薟	1	1	1	1
1414	躚	1	1	1	1
1415	鮮族	1	1	1	1
1416	獫	1	1	1	1
1417	蜆	1	1	1	1
1418	峴	1	1	1	1
1419	現金交易	1	1	1	1
1420	鯗	1	1	1	1
1421	項懷誠	1	1	1	1
1422	項小吉	1	1	1	1
1423	嘵	1	1	1	1
1424	小B樣	1	1	1	1
1425	小參考	1	1	1	1
1426	小泉純一郎	1	1	1	1
1427	謝長廷	1	1	1	1
1428	謝深山	1	1	1	1
1429	謝選駿	1	1	1	1
1430	謝中之	1	1	1	1
1431	辛灝年	1	1	1	1
1432	新觀察論壇	1	1	1	1
1433	新華舉報	1	1	1	1
1434	新華內情	1	1	1	1
1435	新華通論壇	1	1	1	1
1436	新生網	1	1	1	1
1437	新聞出版總署	1	1	1	1
1438	新聞封鎖	1	1	1	1
1439	新義安	1	1	1	1
1440	新語絲	1	1	1	1
1441	信用危機	1	1	1	1
1442	邢錚	1	1	1	1
1443	頊	1	1	1	1
1444	徐國舅	1	1	1	1
1445	許財利	1	1	1	1
1446	許家屯	1	1	1	1
1447	許信良	1	1	1	1
1448	諼	1	1	1	1
1449	薛偉	1	1	1	1
1450	學潮	1	1	1	1
1451	學聯	1	1	1	1
1452	學運	1	1	1	1
1453	學自聯	1	1	1	1
1454	澩	1	1	1	1
1455	訁	1	1	1	1
1456	嚴家其	1	1	1	1
1457	嚴家祺	1	1	1	1
1458	閻明複	1	1	1	1
1459	顔清標	1	1	1	1
1460	顔慶章	1	1	1	1
1461	讞	1	1	1	1
1462	央視內部晚會	1	1	1	1
1463	楊懷安	1	1	1	1
1464	楊建利	1	1	1	1
1465	楊巍	1	1	1	1
1466	楊月清	1	1	1	1
1467	楊周	1	1	1	1
1468	姚羅	1	1	1	1
1469	姚月謙	1	1	1	1
1470	軺	1	1	1	1
1471	搖頭丸	1	1	1	1
1472	耶穌	1	1	1	1
1473	葉菊蘭	1	1	1	1
1474	夜話紫禁城	1	1	1	1
1475	伊斯蘭	1	1	1	1
1476	异見人士	1	1	1	1
1477	异議人士	1	1	1	1
1478	易丹軒	1	1	1	1
1479	尹慶民	1	1	1	1
1480	由喜貴	1	1	1	1
1481	游錫坤	1	1	1	1
1482	游戲管理員	1	1	1	1
1483	幼龍	1	1	1	1
1484	于幼軍	1	1	1	1
1485	余英時	1	1	1	1
1486	輿論	1	1	1	1
1487	輿論反制	1	1	1	1
1488	傴	1	1	1	1
1489	宇明網	1	1	1	1
1490	齬	1	1	1	1
1491	飫	1	1	1	1
1492	鵒	1	1	1	1
1493	圓滿	1	1	1	1
1494	緣圈圈	1	1	1	1
1495	遠志明	1	1	1	1
1496	韞	1	1	1	1
1497	鏨	1	1	1	1
1498	則民	1	1	1	1
1499	擇民	1	1	1	1
1500	澤夫	1	1	1	1
1501	澤民	1	1	1	1
1502	賾	1	1	1	1
1503	賊民	1	1	1	1
1504	譖	1	1	1	1
1505	扎卡維是英雄	1	1	1	1
1506	驏	1	1	1	1
1507	張伯笠	1	1	1	1
1508	張博雅	1	1	1	1
1509	張鋼	1	1	1	1
1510	張健	1	1	1	1
1511	張林	1	1	1	1
1512	張清芳	1	1	1	1
1513	張偉國	1	1	1	1
1514	張溫鷹	1	1	1	1
1515	張昭富	1	1	1	1
1516	張志清	1	1	1	1
1517	章孝嚴	1	1	1	1
1518	帳號	1	1	1	1
1519	趙海青	1	1	1	1
1520	趙建銘	1	1	1	1
1521	趙南	1	1	1	1
1522	趙品潞	1	1	1	1
1523	趙曉微	1	1	1	1
1524	趙紫陽	1	1	1	1
1525	鎮壓	1	1	1	1
1526	爭鳴論壇	1	1	1	1
1527	正見網	1	1	1	1
1528	正義黨論壇	1	1	1	1
1529	鄭寶清	1	1	1	1
1530	鄭麗文	1	1	1	1
1531	鄭義	1	1	1	1
1532	鄭餘鎮	1	1	1	1
1533	鄭源	1	1	1	1
1534	鄭運鵬	1	1	1	1
1535	政權	1	1	1	1
1536	政治反對派	1	1	1	1
1537	縶	1	1	1	1
1538	躑	1	1	1	1
1539	指點江山論壇	1	1	1	1
1540	騭	1	1	1	1
1541	觶	1	1	1	1
1542	躓	1	1	1	1
1543	中俄邊界	1	1	1	1
1544	中國復興論壇	1	1	1	1
1545	中國共産黨	1	1	1	1
1546	中國孤兒院	1	1	1	1
1547	中國和平	1	1	1	1
1548	中國論壇	1	1	1	1
1549	中國社會進步黨	1	1	1	1
1550	中國社會論壇	1	1	1	1
1551	中國威脅論	1	1	1	1
1552	中國問題論壇	1	1	1	1
1553	中國移動通信	1	1	1	1
1554	中國真實內容	1	1	1	1
1555	中國之春	1	1	1	1
1556	中國猪	1	1	1	1
1557	中華大地	1	1	1	1
1558	中華大衆	1	1	1	1
1559	中華講清	1	1	1	1
1560	中華民國	1	1	1	1
1561	中華人民實話實說	1	1	1	1
1562	中華人民正邪	1	1	1	1
1563	中華時事	1	1	1	1
1564	中華養生益智功	1	1	1	1
1565	中華真實報道	1	1	1	1
1566	中央電視臺	1	1	1	1
1567	鐘山風雨論壇 	1	1	1	1
1568	周鋒鎖	1	1	1	1
1569	周守訓 	1	1	1	1
1570	朱鳳芝	1	1	1	1
1571	朱立倫	1	1	1	1
1572	朱溶劑	1	1	1	1
1573	猪聾畸	1	1	1	1
1574	主義	1	1	1	1
1575	專制	1	1	1	1
1576	顓	1	1	1	1
1577	諑	1	1	1	1
1578	資本主義	1	1	1	1
1579	鯔	1	1	1	1
1580	子宮	1	1	1	1
1581	自民黨	1	1	1	1
1582	自由民主論壇	1	1	1	1
1583	總理	1	1	1	1
1584	諏	1	1	1	1
1585	鯫 	1	1	1	1
1586	躦	1	1	1	1
1587	纘	1	1	1	1
1588	Gm	1	1	1	1
1589	某人	1	1	1	1
1590	系统	1	1	1	1
1591	管理	1	1	1	1
1592	游戏管理员	1	1	1	1
1593	论坛管理员	1	1	1	1
1594	工作人员	1	1	1	1
1595	活动大使	1	1	1	1
1596	公告	1	1	1	1
1597	吉比特	1	1	1	1
1598	gbits	1	1	1	1
1599	龙首	1	1	1	1
1600	龍首	1	1	1	1
#1601	鹿鼎记	1	1	1	1
#1602	天龙八部	1	1	1	1
#1603	郑德金	1	1	1	1
#1604	郑有金	1	1	1	1
1605	尉建军	1	1	1	1
1606	张燕归	1	1	1	1
#1607	鄭德金	1	1	1	1
#1608	鄭有金	1	1	1	1
1609	尉建軍	1	1	1	1
1610	張燕歸	1	1	1	1
1611	操你奶	1	1	1	1
1612	操你妈	1	1	1	1
1613	操你姐	1	1	1	1
1614	操你妹	1	1	1	1
1615	操你全家	1	1	1	1
1616	操你老母	1	1	1	1
1617	操她妈	1	1	1	1
1618	操妳妈	1	1	1	1
1619	操你	1	1	1	1
1620	操他妈	1	1	1	1
1621	操他	1	1	1	1
1622	操她	1	1	1	1
1623	操那吗B	1	1	1	1
1624	操那吗逼	1	1	1	1
1625	操那吗比	1	1	1	1
1626	操你爷爷	1	1	1	1
1627	我草	1	1	1	1
1628	我靠	1	1	1	1
1629	草你	1	1	1	1
1630	日死	1	1	1	1
1631	日你	1	1	1	1
1632	日你奶	1	1	1	1
1633	日你妈	1	1	1	1
1634	日你姐	1	1	1	1
1635	日你妹	1	1	1	1
1636	日你老母	1	1	1	1
1637	日你全家	1	1	1	1
1638	日妈的	1	1	1	1
1639	日你爷爷	1	1	1	1
1640	你妈逼	1	1	1	1
1641	他妈的	1	1	1	1
1642	弓虽女干	1	1	1	1
1643	女干	1	1	1	1
1644	屎	1	1	1	1
1645	尿	1	1	1	1
1646	粪	1	1	1	1
1647	屄	1	1	1	1
1648	屌	1	1	1	1
1649	淫	1	1	1	1
1650	奸	1	1	1	1
1651	阴道	1	1	1	1
1652	性交	1	1	1	1
1653	鸡巴	1	1	1	1
1654	大便	1	1	1	1
1655	粪便	1	1	1	1
1656	AIDS	1	1	1	1
1657	DICK	1	1	1	1
1658	penis	1	1	1	1
1659	sex	1	1	1	1
1660	SM	1	1	1	1
1661	屙	1	1	1	1
1662	淋病	1	1	1	1
1663	梅毒	1	1	1	1
1664	爱液	1	1	1	1
1665	臭机八	1	1	1	1
1666	吹喇叭	1	1	1	1
1667	吹箫	1	1	1	1
1668	催情药	1	1	1	1
1669	肛交	1	1	1	1
1670	肛门	1	1	1	1
1671	龟头	1	1	1	1
1672	黄色	1	1	1	1
1673	机八	1	1	1	1
1674	机巴	1	1	1	1
1675	鸡八	1	1	1	1
1676	机掰	1	1	1	1
1677	鸡叭	1	1	1	1
1678	鸡掰	1	1	1	1
1679	鸡奸	1	1	1	1
1680	妓女	1	1	1	1
1681	茎	1	1	1	1
1682	精液	1	1	1	1
1683	精子	1	1	1	1
1684	尻	1	1	1	1
1685	口交	1	1	1	1
1686	滥交	1	1	1	1
1687	乱交	1	1	1	1
1688	轮奸	1	1	1	1
1689	屁眼	1	1	1	1
1690	强奸犯	1	1	1	1
1691	情色	1	1	1	1
1692	肉棒	1	1	1	1
1693	乳房	1	1	1	1
1694	乳峰	1	1	1	1
1695	乳交	1	1	1	1
1696	乳头	1	1	1	1
1697	乳晕	1	1	1	1
1698	三陪	1	1	1	1
1699	色情	1	1	1	1
1700	射精	1	1	1	1
1701	手淫	1	1	1	1
1702	威而钢	1	1	1	1
1703	威而柔	1	1	1	1
1704	伟哥	1	1	1	1
1705	性高潮	1	1	1	1
1706	性虐	1	1	1	1
1707	性欲	1	1	1	1
1708	穴洞	1	1	1	1
1709	一夜情	1	1	1	1
1710	阴部	1	1	1	1
1711	阴唇	1	1	1	1
1712	阴蒂	1	1	1	1
1713	阴核	1	1	1	1
1714	阴户	1	1	1	1
1715	阴茎	1	1	1	1
1716	阴门	1	1	1	1
1717	淫秽	1	1	1	1
1718	淫乱	1	1	1	1
1719	淫水	1	1	1	1
1720	淫娃	1	1	1	1
1721	淫液	1	1	1	1
1722	淫汁	1	1	1	1
1723	淫穴	1	1	1	1
1724	淫洞	1	1	1	1
1725	援交妹	1	1	1	1
1726	梦遗	1	1	1	1
1727	早泄	1	1	1	1
1728	奸淫	1	1	1	1
1729	Bitch	1	1	1	1
1730	cao	1	1	1	1
1731	fuck	1	1	1	1
1732	NMD	1	1	1	1
1733	NND	1	1	1	1
1734	shit	1	1	1	1
1735	SUCK	1	1	1	1
1736	tmd	1	1	1	1
1737	tnnd	1	1	1	1
1738	K他命	1	1	1	1
1739	婊子	1	1	1	1
1740	肏	1	1	1	1
1741	册那	1	1	1	1
1742	侧那	1	1	1	1
1743	测拿	1	1	1	1
1744	蠢猪	1	1	1	1
1745	荡妇	1	1	1	1
1746	发骚	1	1	1	1
1747	废物	1	1	1	1
1748	狗娘养的	1	1	1	1
1749	狗狼养的	1	1	1	1
1750	狗养	1	1	1	1
1751	狗杂种	1	1	1	1
1752	龟儿子	1	1	1	1
1753	龟公	1	1	1	1
1754	龟孙子	1	1	1	1
1755	龟投	1	1	1	1
1756	刿	1	1	1	1
1757	绲	1	1	1	1
1758	滚那吗	1	1	1	1
1759	滚那吗B	1	1	1	1
1760	滚那吗错比	1	1	1	1
1761	滚那吗老比	1	1	1	1
1762	滚那吗瘟比	1	1	1	1
1763	贱货	1	1	1	1
1764	贱人	1	1	1	1
1765	烂人	1	1	1	1
1766	老母	1	1	1	1
1767	妈比	1	1	1	1
1768	妈的	1	1	1	1
1769	妳老母的	1	1	1	1
1770	妳娘的	1	1	1	1
1771	破鞋	1	1	1	1
1772	去她妈	1	1	1	1
1773	去妳的	1	1	1	1
1774	去妳妈	1	1	1	1
1775	去你的	1	1	1	1
1776	去你妈	1	1	1	1
1777	去他妈	1	1	1	1
1778	赛她娘	1	1	1	1
1779	赛妳娘	1	1	1	1
1780	赛你娘	1	1	1	1
1781	赛他娘	1	1	1	1
1782	骚货	1	1	1	1
1783	傻B	1	1	1	1
1784	傻比	1	1	1	1
